134 192 256 192 64
135 64 256 192 128
136 128 192 192 64
137 64 256 256 128
138 192 256 128 64
139 128 256 192 64
140 192 192 256 192
141 128 192 192 64
142 64 128 192 128
143 128 256 128 128
144 128 256 256 64
145 128 192 192 128
146 128 192 192 64
147 128 128 192 192
148 64 192 256 64
149 64 192 256 192
150 128 256 192 128
151 64 192 256 128
152 128 128 256 256
153 64 192 256 192
154 64 256 256 64
155 128 256 192 128
156 192 192 256 128
157 64 192 256 256
158 192 192 192 192
159 192 128 192 192
160 128 192 128 64
161 64 192 256 128
162 64 128 192 192
163 64 192 256 192
164 128 256 192 128
165 192 256 256 128
166 256 128 128 192
167 128 256 128 64
168 192 192 256 64
169 128 192 192 192
170 64 192 256 128
171 128 256 256 192
172 64 128 256 192
173 64 192 256 192
174 64 256 192 128
175 192 192 192 192
176 128 128 256 192
177 64 192 192 64
178 64 256 192 64
179 256 256 192 128
180 128 256 192 128
181 128 256 192 128
182 192 256 192 128
183 64 256 256 64
184 192 192 192 128
185 64 192 256 128
186 64 192 256 128
187 128 256 128 128
188 128 192 256 128
189 64 256 256 128
190 192 192 128 64
191 192 256 128 64
192 128 192 256 128
193 128 256 192 192
194 256 256 128 64
195 128 256 256 64
196 192 128 192 192
197 128 256 192 128
198 128 256 256 64
199 128 192 192 192
200 64 256 192 64
201 192 192 128 64
202 128 192 128 64
203 64 192 192 64
204 192 192 192 192
205 64 256 256 64
206 192 192 192 192
207 64 192 192 128
208 64 192 192 128
209 128 256 256 64
210 192 192 192 64
211 64 192 256 128
212 128 192 256 128
213 128 256 256 128
214 256 256 128 192
215 128 256 192 64
216 64 192 192 128
217 64 256 256 64
218 256 256 192 64
219 64 192 256 64
220 128 192 256 192
221 128 256 256 64
222 128 256 192 128
223 192 256 192 128
224 128 192 192 192
225 128 192 128 192
226 128 256 128 64
227 128 256 128 64
228 192 192 192 128
229 128 192 192 128
230 192 192 128 192
231 64 192 256 64
232 128 192 256 128
233 64 192 256 256
234 128 256 192 64
235 128 256 192 128
236 128 192 256 128
237 128 128 192 192
238 64 192 192 192
239 64 128 256 128
240 64 256 256 192
241 128 192 256 256
242 128 192 192 256
243 192 192 192 128
244 64 256 256 64
245 64 256 256 128
246 256 256 192 128
247 256 256 128 128
248 128 192 192 128
249 128 192 192 128
250 64 256 256 64
251 128 128 192 128
252 64 256 192 128
253 128 256 256 64
254 128 192 256 128
255 128 192 256 192
256 128 256 128 128
257 128 192 128 128
258 64 192 256 128
259 64 128 256 192
260 128 256 192 128
261 64 192 256 192
262 128 192 128 128
263 128 192 256 128
264 192 256 192 128
265 128 192 192 128
266 128 192 128 192
267 128 256 192 64
268 256 192 128 64
269 64 256 256 64
270 192 256 256 128
271 192 256 192 128
272 192 256 256 128
273 128 256 256 128
274 192 256 128 128
275 128 192 192 128
276 64 128 256 192
277 128 256 128 128
278 192 192 192 64
279 64 192 256 128
280 64 192 192 192
281 128 192 192 128
282 64 192 256 64
283 128 192 256 192
284 128 192 192 192
285 64 128 256 128
286 128 128 192 192
287 128 192 192 64
288 128 256 256 128
289 192 256 192 128
290 128 192 128 64
291 192 192 192 64
292 128 256 192 64
293 192 256 192 128
294 128 192 192 64
295 128 256 192 64
296 128 192 192 64
297 128 256 192 64
298 64 192 256 128
299 128 192 192 192
300 128 128 256 128
301 64 192 256 256
302 128 256 192 128
303 128 192 256 128
304 64 256 192 128
305 192 256 128 128
306 128 192 256 64
307 128 128 192 192
308 64 256 192 64
309 192 192 192 192
310 128 256 256 128
311 128 192 256 192
312 64 192 256 128
313 64 192 256 192
314 64 256 256 128
315 128 192 192 128
316 192 128 192 128
317 64 256 256 128
318 192 192 128 64
319 128 128 192 128
320 128 192 192 64
321 128 256 256 64
322 64 192 256 256
323 128 128 192 256
324 64 128 256 128
325 128 256 128 192
326 64 256 256 64
327 64 256 256 192
328 192 192 192 64
329 64 256 192 128
330 64 128 256 128
331 128 128 128 256
332 128 192 192 128
333 192 192 192 128
334 64 192 192 128
335 128 256 256 64
336 192 256 192 128
337 128 256 192 64
338 192 192 192 192
339 64 192 192 128
340 192 192 192 64
341 64 256 256 64
342 192 256 192 128
343 64 192 256 64
344 64 192 256 192
345 64 128 256 256
346 64 256 192 128
347 128 192 128 64
348 64 256 256 64
349 64 256 256 128
350 256 192 192 192
351 64 256 192 128
352 128 192 256 64
353 64 192 256 256
354 64 192 256 192
355 128 192 192 192
356 64 128 256 128
357 128 192 128 128
358 128 192 256 128
359 128 256 192 128
360 128 256 128 128
361 128 192 192 128
362 128 256 192 128
363 128 128 256 192
364 64 192 256 128
365 64 192 256 128
366 64 192 256 256
367 64 128 256 192
368 64 256 256 64
369 64 256 256 192
370 256 192 128 128
371 64 192 192 128
372 192 192 192 128
373 64 192 256 192
374 128 256 192 192
375 64 128 256 128
376 64 192 256 192
377 128 192 192 256
378 64 192 256 128
379 192 192 192 192
380 64 192 256 192
381 128 192 256 128
382 128 192 192 128
383 128 256 192 128
384 192 256 256 64
385 256 256 192 192
386 64 128 256 192
387 128 256 128 192
388 64 192 256 128
389 128 192 256 128
390 192 192 192 192
391 64 192 192 128
392 64 128 256 192
393 64 128 192 192
394 64 256 256 128
395 128 256 256 128
396 128 256 192 64
397 128 256 256 128
398 192 192 256 192
399 128 128 256 192
400 64 192 192 128
401 192 256 192 64
402 128 128 192 192
403 64 256 256 64
404 192 256 256 128
405 192 128 128 192
406 128 128 192 128
407 64 256 256 128
408 256 192 192 192
409 192 192 192 192
410 128 256 192 128
411 192 192 256 64
412 128 192 192 128
413 128 256 192 64
414 192 192 192 128
415 128 128 192 128
416 128 256 128 128
417 128 192 256 64
418 192 256 128 64
419 128 256 256 64
420 64 128 192 256
421 64 192 192 64
422 128 256 192 64
423 256 256 192 128
424 128 256 128 128
425 192 256 256 64
426 128 256 192 192
427 192 256 256 128
428 128 256 192 192
429 128 192 256 192
430 64 256 192 64
431 128 192 256 64
432 128 256 192 64
433 128 256 256 64
434 192 256 192 128
435 128 192 192 128
436 128 192 192 128
437 128 192 192 64
438 128 256 256 128
439 128 192 256 192
440 128 256 192 192
441 192 128 256 192
442 64 192 256 64
443 128 256 256 128
444 64 192 256 256
445 128 128 256 256
446 128 256 192 192
447 192 192 256 128
448 64 256 256 128
449 192 256 256 64
450 256 128 192 192
451 128 256 128 128
452 192 192 192 128
453 64 128 192 128
454 64 128 256 128
455 64 256 256 192
456 256 192 192 64
457 64 256 256 64
458 192 192 192 128
459 128 192 256 128
460 128 256 192 128
461 128 256 256 128
462 64 256 256 128
463 128 192 256 256
464 128 256 256 128
465 128 192 192 256
466 64 128 256 128
467 128 128 192 256
468 64 128 192 192
469 64 192 256 64
470 64 128 256 192
471 64 192 192 192
472 64 192 256 128
473 64 256 192 128
474 128 256 192 64
475 256 256 192 64
476 128 192 256 128
477 128 256 192 64
478 192 256 256 128
479 128 256 256 192
480 128 256 192 192
481 128 256 192 128
482 192 192 128 128
483 128 256 256 64
484 64 256 192 64
485 192 256 192 128
486 64 256 256 128
487 128 128 256 192
488 128 256 192 128
489 128 192 256 128
490 64 256 256 128
491 64 256 256 128
492 192 192 192 128
493 128 256 256 64
494 128 128 256 128
495 128 128 192 192
496 128 192 192 64
497 128 192 192 192
498 128 256 256 64
499 128 192 192 64
500 192 256 192 128
501 128 192 128 128
502 64 256 256 64
503 128 256 256 192
504 64 256 256 128
505 192 256 128 64
506 192 256 192 64
507 192 192 192 64
508 128 256 256 128
509 192 256 256 192
510 128 128 256 192
511 64 256 256 64
512 192 256 192 128
513 192 256 192 128
514 64 256 192 64
515 192 192 128 128
516 128 192 256 64
517 64 192 256 192
518 128 128 128 192
519 64 256 192 64
520 64 192 192 128
521 192 192 192 128
522 64 256 256 64
523 192 192 128 192
524 192 256 192 64
525 192 256 128 64
526 192 192 192 128
527 128 192 192 128
528 192 256 192 128
529 192 192 192 128
530 128 192 192 128
531 192 192 192 192
532 64 192 192 128
533 192 256 192 128
534 192 192 192 64
535 128 192 256 128
536 128 128 192 256
537 64 256 256 128
538 192 192 128 256
539 128 256 256 64
540 128 256 256 128
541 128 192 256 128
542 192 256 128 64
543 192 192 192 64
544 128 256 192 128
545 128 192 256 192
546 128 192 192 128
547 128 192 256 128
548 128 192 256 192
549 128 192 192 128
550 64 256 256 64
551 192 192 256 128
552 128 256 256 64
553 128 192 192 64
554 192 192 128 64
555 64 256 192 64
556 192 256 192 128
557 192 192 128 128
558 64 128 192 128
559 64 192 256 192
560 64 192 192 192
561 64 192 192 192
562 128 192 192 64
563 64 192 256 64
564 192 192 128 256
565 128 256 256 64
566 192 256 256 192
567 256 192 128 192
568 192 192 192 64
569 192 256 128 128
570 192 256 256 64
571 192 256 256 192
572 192 192 192 128
573 64 192 256 128
574 128 192 256 192
575 128 192 256 128
576 128 192 192 128
577 64 256 192 128
578 128 128 192 192
579 64 256 256 128
580 192 192 192 128
581 128 192 256 64
582 64 192 256 192
583 128 128 256 192
584 128 192 192 192
585 64 128 192 128
586 64 192 192 64
587 128 128 192 192
588 64 192 256 128
589 192 256 192 128
590 64 192 256 128
591 192 256 192 64
592 192 256 192 64
593 128 192 256 128
594 128 192 256 128
595 192 256 192 64
596 64 256 256 128
597 192 256 192 64
598 64 256 192 64
599 128 192 256 64
600 64 192 256 192
601 64 256 256 64
602 192 192 256 192
603 128 192 256 128
604 64 128 256 192
605 64 192 256 192
606 192 192 128 192
607 128 256 256 64
608 128 192 192 128
609 128 128 256 128
610 64 256 192 64
611 64 192 256 64
612 192 192 128 128
613 192 192 192 64
614 64 256 256 128
615 128 256 256 192
616 192 192 128 192
617 64 256 192 64
618 128 192 256 128
619 64 256 192 192
620 128 192 192 128
621 192 192 192 192
622 128 256 256 128
623 192 256 192 64
624 128 128 256 192
625 128 192 192 64
626 128 192 128 64
627 192 192 192 64
628 128 128 192 192
629 64 128 256 128
630 128 192 128 192
631 64 192 256 64
632 64 256 256 128
633 64 192 192 128
634 128 128 192 128
635 128 192 192 128
636 128 256 192 64
637 128 128 128 128
638 128 192 128 128
639 128 192 256 128
640 128 256 256 192
641 256 256 192 128
642 192 256 256 128
643 192 192 128 128
644 64 192 256 64
645 64 192 256 128
646 64 256 256 64
647 64 128 192 128
648 64 256 256 64
649 128 192 192 192
650 128 256 192 64
651 192 192 192 128
652 128 192 192 64
653 128 256 256 64
654 192 256 256 128
655 192 192 256 192
656 64 256 256 64
657 192 192 192 64
658 128 256 192 64
659 192 256 128 64
660 192 256 128 64
661 256 256 128 64
662 128 256 256 64
663 256 128 128 256
664 64 192 256 128
665 128 256 256 128
666 192 256 256 192
667 192 192 192 192
668 128 256 192 64
669 192 192 256 128
670 192 192 192 128
671 128 256 256 128
672 128 256 256 192
673 128 192 192 192
674 64 256 256 64
675 192 192 192 192
676 128 192 192 128
677 64 192 256 192
678 128 256 192 128
679 192 128 256 192
680 128 192 192 64
681 192 256 192 128
682 64 256 192 64
683 192 256 192 64
684 64 128 256 192
685 128 256 192 192
686 128 256 256 64
687 128 256 192 128
688 192 256 192 128
689 128 256 192 128
690 192 256 192 64
691 192 256 256 64
692 192 128 128 256
693 128 192 192 64
694 128 192 192 128
695 128 256 192 128
696 128 192 192 128
697 128 256 192 128
698 64 192 192 128
699 64 192 192 128
700 128 128 256 192
701 64 192 256 192
702 128 192 192 192
703 192 256 128 128
704 128 192 256 64
705 64 128 256 128
706 64 256 256 64
707 128 256 256 128
708 128 192 256 256
709 64 192 256 256
710 64 256 256 128
711 192 256 256 128
712 192 128 192 192
713 64 192 256 192
714 64 192 256 64
715 64 192 192 128
716 192 256 128 64
717 192 128 256 128
718 128 256 192 128
719 64 192 256 128
720 192 192 192 64
721 128 192 192 128
722 192 192 128 64
723 128 192 192 128
724 128 256 256 128
725 128 192 256 128
726 192 256 192 192
727 192 192 192 64
728 128 256 256 128
729 128 192 128 64
730 128 256 256 64
731 256 256 192 128
732 192 256 128 64
733 64 256 192 64
734 128 256 128 128
735 64 192 256 64
736 128 256 192 192
737 192 256 192 64
738 192 128 192 192
739 64 256 256 64
740 192 256 192 128
741 128 192 128 192
742 192 256 192 64
743 128 192 256 192
744 128 256 256 128
745 64 128 256 256
746 64 192 192 192
747 128 192 192 128
748 128 192 192 128
749 128 192 256 192
750 128 192 128 192
751 128 256 192 64
752 192 192 192 128
753 64 256 256 128
754 192 192 192 192
755 64 256 256 64
756 256 128 192 256
757 64 256 192 128
758 128 128 192 128
759 64 256 256 64
760 128 256 256 128
761 256 256 128 128
762 192 256 128 64
763 64 256 256 64
764 256 256 128 64
765 192 192 192 128
766 128 256 192 128
767 64 256 256 128
768 256 192 192 192
769 128 192 192 128
770 64 128 192 192
771 64 256 256 128
772 128 192 256 64
773 128 256 192 64
774 64 256 256 64
775 128 256 256 128
776 64 192 256 128
777 128 192 192 64
778 128 256 256 128
779 128 256 256 128
780 128 192 256 256
781 64 256 192 128
782 192 128 256 192
783 64 192 192 128
784 128 128 128 128
785 128 256 192 64
786 256 192 128 192
787 128 256 256 64
788 192 192 192 128
789 128 192 128 128
790 128 192 256 128
791 128 256 256 192
792 64 256 192 128
793 192 192 256 192
794 64 256 192 192
795 128 256 192 64
796 64 192 256 128
797 128 192 192 256
798 128 256 256 128
799 128 256 256 64
800 128 192 192 128
801 128 192 256 128
802 64 192 256 256
803 128 256 256 64
804 192 192 256 192
805 64 192 192 64
806 128 256 192 128
807 192 256 192 128
808 192 256 192 64
809 128 256 256 128
810 128 128 256 192
811 64 256 256 64
812 256 192 128 128
813 128 192 192 128
814 64 256 256 128
815 128 192 256 192
816 128 192 192 128
817 128 192 256 192
818 128 128 192 128
819 64 256 256 128
820 192 192 192 192
821 192 256 192 64
822 192 256 256 64
823 64 192 256 192
824 128 192 192 128
825 64 192 256 128
826 128 256 256 192
827 64 192 256 128
828 128 256 256 128
829 256 256 192 192
830 128 256 256 64
831 128 192 256 256
832 128 192 256 128
833 128 192 192 128
834 192 256 192 128
835 256 256 128 64
836 128 192 256 64
837 128 256 256 64
838 192 256 192 128
839 128 192 192 192
840 192 256 192 64
841 192 192 256 128
842 128 128 128 192
843 64 192 256 64
844 128 256 256 128
845 192 256 256 64
846 192 192 256 192
847 192 256 192 128
848 192 192 128 128
849 192 192 192 64
850 128 128 128 192
851 64 192 192 128
852 64 256 192 128
853 192 128 192 192
854 128 256 128 64
855 256 192 192 128
856 64 192 192 128
857 64 192 256 128
858 192 256 192 128
859 128 128 192 128
860 64 192 256 64
861 64 256 256 192
862 192 256 192 192
863 192 192 256 128
864 128 128 128 128
865 64 192 256 64
866 128 192 192 192
867 128 256 192 64
868 64 192 256 128
869 64 192 192 192
870 64 256 256 128
871 128 256 256 128
872 64 128 192 128
873 64 128 192 128
874 128 192 192 128
875 64 192 256 128
876 128 256 192 128
877 128 192 256 128
878 64 192 256 192
879 64 256 256 128
880 128 256 256 64
881 64 256 256 128
882 64 192 256 192
883 64 256 192 128
884 128 192 256 128
885 128 256 256 192
886 128 192 128 192
887 128 192 192 128
888 128 256 192 128
889 64 192 192 192
890 128 256 192 128
891 192 128 256 192
892 64 256 192 192
893 192 128 128 128
894 64 256 256 64
895 128 192 192 128
896 128 192 128 128
897 192 192 192 128
898 128 256 256 64
899 128 192 192 192
900 128 192 192 64
901 128 256 256 64
902 128 256 128 128
903 64 256 256 64
904 256 192 192 128
905 128 192 256 128
906 128 192 256 128
907 192 128 192 192
908 64 256 256 64
909 128 128 256 192
910 64 128 256 192
911 64 192 256 128
912 64 256 192 128
913 128 128 256 192
914 128 192 192 256
915 128 256 256 64
916 192 256 256 128
917 64 256 256 64
918 128 256 192 192
919 64 192 192 128
920 192 256 192 64
921 256 256 192 128
922 128 192 256 64
923 128 192 256 192
924 128 256 192 128
925 192 192 256 192
926 128 192 192 128
927 128 192 192 128
928 128 256 256 64
929 128 128 256 256
930 128 256 192 128
931 256 256 192 64
932 64 192 192 128
933 192 256 128 128
934 192 192 192 64
935 64 192 256 128
936 128 256 192 64
937 128 256 192 64
938 64 192 256 64
939 128 192 256 192
940 128 256 256 64
941 256 128 192 128
942 64 128 256 192
943 128 256 192 128
944 256 192 192 64
945 192 192 192 192
946 192 192 192 128
947 128 192 256 64
948 128 192 192 256
949 192 192 192 128
950 128 256 192 128
951 128 192 256 192
952 128 192 256 192
953 128 192 192 192
954 128 192 192 192
955 192 192 192 128
956 128 192 256 128
957 192 192 128 256
958 128 192 256 128
959 192 192 192 64
960 128 192 192 64
961 192 192 192 128
962 64 256 256 128
963 128 192 192 128
964 64 128 192 192
965 64 192 256 128
966 128 192 192 256
967 128 192 192 64
968 64 256 256 128
969 256 256 128 128
970 256 192 192 128
971 192 192 192 64
972 128 256 128 64
973 192 128 256 128
974 64 192 256 256
975 128 192 256 128
976 192 256 128 192
977 64 256 192 64
978 128 128 256 192
979 64 192 256 192
980 128 256 256 128
981 192 192 192 64
982 64 192 256 192
983 128 192 256 192
984 128 256 256 128
985 128 128 192 192
986 128 192 128 192
987 128 192 128 128
988 64 128 256 128
989 64 256 256 128
990 256 256 192 64
991 192 256 256 128
992 128 192 256 256
993 128 192 256 64
994 128 192 256 128
995 64 192 256 64
996 128 256 192 128
997 128 256 192 64
998 192 256 192 128
999 256 192 192 128
